0C7C7      //Pixel 0: 7.803802e-01
06161      //Pixel 3615: 3.803864e-01
04949      //Pixel 3616: 2.862701e-01
05E5E      //Pixel 3617: 3.686218e-01
06A6A      //Pixel 3618: 4.156799e-01
07878      //Pixel 3619: 4.705811e-01
07D7D      //Pixel 3620: 4.901886e-01
07E7E      //Pixel 3621: 4.941101e-01
07373      //Pixel 3622: 4.509735e-01
06767      //Pixel 3623: 4.039154e-01
05959      //Pixel 3624: 3.490143e-01
04A4A      //Pixel 3625: 2.901917e-01
04242      //Pixel 3626: 2.588196e-01
03A3A      //Pixel 3627: 2.274475e-01
02F2F      //Pixel 3628: 1.843109e-01
02B2B      //Pixel 3629: 1.686249e-01
03232      //Pixel 3630: 1.960754e-01
03535      //Pixel 3631: 2.078400e-01
04C4C      //Pixel 3632: 2.980347e-01
0BEBE      //Pixel 3633: 7.450867e-01
0C7C7      //Pixel 3634: 7.803802e-01
0C8C8      //Pixel 3635: 7.843018e-01
0C7C7      //Pixel 3636: 7.803802e-01
0C7C7      //Pixel 3637: 7.803802e-01
0C5C5      //Pixel 3638: 7.725372e-01
0C4C4      //Pixel 3639: 7.686157e-01
0C3C3      //Pixel 3640: 7.646942e-01
0C2C2      //Pixel 3641: 7.607727e-01
0C0C0      //Pixel 3642: 7.529297e-01
0BEBE      //Pixel 3643: 7.450867e-01
0BDBD      //Pixel 3644: 7.411652e-01
0BCBC      //Pixel 3645: 7.372437e-01
0BBBB      //Pixel 3646: 7.333221e-01
0B8B8      //Pixel 3647: 7.215576e-01
0AEAE      //Pixel 3648: 6.823425e-01
0AEAE      //Pixel 3649: 6.823425e-01
0B0B0      //Pixel 3650: 6.901855e-01
0B2B2      //Pixel 3651: 6.980286e-01
0B9B9      //Pixel 3652: 7.254791e-01
0BCBC      //Pixel 3653: 7.372437e-01
0BDBD      //Pixel 3654: 7.411652e-01
0C0C0      //Pixel 3655: 7.529297e-01
0C3C3      //Pixel 3656: 7.646942e-01
0C4C4      //Pixel 3657: 7.686157e-01
0C5C5      //Pixel 3658: 7.725372e-01
0C5C5      //Pixel 3659: 7.725372e-01
0C7C7      //Pixel 3660: 7.803802e-01
0C9C9      //Pixel 3661: 7.882233e-01
0CACA      //Pixel 3662: 7.921448e-01
0CBCB      //Pixel 3663: 7.960663e-01
0CDCD      //Pixel 3664: 8.039093e-01
0CECE      //Pixel 3665: 8.078308e-01
0CFCF      //Pixel 3666: 8.117523e-01
0D0D0      //Pixel 3667: 8.156738e-01
0D1D1      //Pixel 3668: 8.195953e-01
0D2D2      //Pixel 3669: 8.235168e-01
0D2D2      //Pixel 3670: 8.235168e-01
0D2D2      //Pixel 3671: 8.235168e-01
0D2D2      //Pixel 3672: 8.235168e-01
0D2D2      //Pixel 3673: 8.235168e-01
0D1D1      //Pixel 3674: 8.195953e-01
0D1D1      //Pixel 3675: 8.195953e-01
0D0D0      //Pixel 3676: 8.156738e-01
0CBCB      //Pixel 3677: 7.960663e-01
0C8C8      //Pixel 3678: 7.843018e-01
08383      //Pixel 3679: 5.137177e-01
03F3F      //Pixel 3680: 2.470551e-01
05555      //Pixel 3681: 3.333282e-01
06262      //Pixel 3682: 3.843079e-01
06F6F      //Pixel 3683: 4.352875e-01
07777      //Pixel 3684: 4.666595e-01
07B7B      //Pixel 3685: 4.823456e-01
07272      //Pixel 3686: 4.470520e-01
06767      //Pixel 3687: 4.039154e-01
05C5C      //Pixel 3688: 3.607788e-01
04E4E      //Pixel 3689: 3.058777e-01
04242      //Pixel 3690: 2.588196e-01
03B3B      //Pixel 3691: 2.313690e-01
03333      //Pixel 3692: 1.999969e-01
03131      //Pixel 3693: 1.921539e-01
03434      //Pixel 3694: 2.039185e-01
03434      //Pixel 3695: 2.039185e-01
04646      //Pixel 3696: 2.745056e-01
0B6B6      //Pixel 3697: 7.137146e-01
0C4C4      //Pixel 3698: 7.686157e-01
0C5C5      //Pixel 3699: 7.725372e-01
0C5C5      //Pixel 3700: 7.725372e-01
0C5C5      //Pixel 3701: 7.725372e-01
0C4C4      //Pixel 3702: 7.686157e-01
0C2C2      //Pixel 3703: 7.607727e-01
0C1C1      //Pixel 3704: 7.568512e-01
0C0C0      //Pixel 3705: 7.529297e-01
0BEBE      //Pixel 3706: 7.450867e-01
0BDBD      //Pixel 3707: 7.411652e-01
0BBBB      //Pixel 3708: 7.333221e-01
0BABA      //Pixel 3709: 7.294006e-01
0B9B9      //Pixel 3710: 7.254791e-01
0B7B7      //Pixel 3711: 7.176361e-01
0ABAB      //Pixel 3712: 6.705780e-01
0ACAC      //Pixel 3713: 6.744995e-01
0ADAD      //Pixel 3714: 6.784210e-01
0B1B1      //Pixel 3715: 6.941071e-01
0B8B8      //Pixel 3716: 7.215576e-01
0BABA      //Pixel 3717: 7.294006e-01
0BCBC      //Pixel 3718: 7.372437e-01
0BDBD      //Pixel 3719: 7.411652e-01
0C0C0      //Pixel 3720: 7.529297e-01
0C2C2      //Pixel 3721: 7.607727e-01
0C3C3      //Pixel 3722: 7.646942e-01
0C4C4      //Pixel 3723: 7.686157e-01
0C6C6      //Pixel 3724: 7.764587e-01
0C7C7      //Pixel 3725: 7.803802e-01
0C8C8      //Pixel 3726: 7.843018e-01
0CACA      //Pixel 3727: 7.921448e-01
0CBCB      //Pixel 3728: 7.960663e-01
0CCCC      //Pixel 3729: 7.999878e-01
0CDCD      //Pixel 3730: 8.039093e-01
0CDCD      //Pixel 3731: 8.039093e-01
0CFCF      //Pixel 3732: 8.117523e-01
0D0D0      //Pixel 3733: 8.156738e-01
0D0D0      //Pixel 3734: 8.156738e-01
0D0D0      //Pixel 3735: 8.156738e-01
0D0D0      //Pixel 3736: 8.156738e-01
0D0D0      //Pixel 3737: 8.156738e-01
0D0D0      //Pixel 3738: 8.156738e-01
0CECE      //Pixel 3739: 8.078308e-01
0CDCD      //Pixel 3740: 8.039093e-01
0C9C9      //Pixel 3741: 7.882233e-01
0C7C7      //Pixel 3742: 7.803802e-01
0A6A6      //Pixel 3743: 6.509705e-01
04747      //Pixel 3744: 2.784271e-01
04848      //Pixel 3745: 2.823486e-01
05858      //Pixel 3746: 3.450928e-01
06565      //Pixel 3747: 3.960724e-01
06C6C      //Pixel 3748: 4.235229e-01
07373      //Pixel 3749: 4.509735e-01
06E6E      //Pixel 3750: 4.313660e-01
05F5F      //Pixel 3751: 3.725433e-01
05A5A      //Pixel 3752: 3.529358e-01
05151      //Pixel 3753: 3.176422e-01
04A4A      //Pixel 3754: 2.901917e-01
04343      //Pixel 3755: 2.627411e-01
04141      //Pixel 3756: 2.548981e-01
03D3D      //Pixel 3757: 2.392120e-01
03B3B      //Pixel 3758: 2.313690e-01
03939      //Pixel 3759: 2.235260e-01
04141      //Pixel 3760: 2.548981e-01
0A9A9      //Pixel 3761: 6.627350e-01
0C2C2      //Pixel 3762: 7.607727e-01
0C2C2      //Pixel 3763: 7.607727e-01
0C2C2      //Pixel 3764: 7.607727e-01
0C2C2      //Pixel 3765: 7.607727e-01
0C1C1      //Pixel 3766: 7.568512e-01
0C0C0      //Pixel 3767: 7.529297e-01
0BFBF      //Pixel 3768: 7.490082e-01
0BEBE      //Pixel 3769: 7.450867e-01
0BCBC      //Pixel 3770: 7.372437e-01
0BABA      //Pixel 3771: 7.294006e-01
0B9B9      //Pixel 3772: 7.254791e-01
0B8B8      //Pixel 3773: 7.215576e-01
0B7B7      //Pixel 3774: 7.176361e-01
0B5B5      //Pixel 3775: 7.097931e-01
0A9A9      //Pixel 3776: 6.627350e-01
0AAAA      //Pixel 3777: 6.666565e-01
0ABAB      //Pixel 3778: 6.705780e-01
0AEAE      //Pixel 3779: 6.823425e-01
0B5B5      //Pixel 3780: 7.097931e-01
0B8B8      //Pixel 3781: 7.215576e-01
0BABA      //Pixel 3782: 7.294006e-01
0BCBC      //Pixel 3783: 7.372437e-01
0BEBE      //Pixel 3784: 7.450867e-01
0BFBF      //Pixel 3785: 7.490082e-01
0C1C1      //Pixel 3786: 7.568512e-01
0C2C2      //Pixel 3787: 7.607727e-01
0C4C4      //Pixel 3788: 7.686157e-01
0C5C5      //Pixel 3789: 7.725372e-01
0C6C6      //Pixel 3790: 7.764587e-01
0C7C7      //Pixel 3791: 7.803802e-01
0C9C9      //Pixel 3792: 7.882233e-01
0CACA      //Pixel 3793: 7.921448e-01
0CBCB      //Pixel 3794: 7.960663e-01
0CCCC      //Pixel 3795: 7.999878e-01
0CDCD      //Pixel 3796: 8.039093e-01
0CDCD      //Pixel 3797: 8.039093e-01
0CDCD      //Pixel 3798: 8.039093e-01
0CECE      //Pixel 3799: 8.078308e-01
0CECE      //Pixel 3800: 8.078308e-01
0CECE      //Pixel 3801: 8.078308e-01
0CDCD      //Pixel 3802: 8.039093e-01
0CCCC      //Pixel 3803: 7.999878e-01
0CBCB      //Pixel 3804: 7.960663e-01
0C8C8      //Pixel 3805: 7.843018e-01
0C4C4      //Pixel 3806: 7.686157e-01
0B9B9      //Pixel 3807: 7.254791e-01
06161      //Pixel 3808: 3.803864e-01
03B3B      //Pixel 3809: 2.313690e-01
04F4F      //Pixel 3810: 3.097992e-01
05C5C      //Pixel 3811: 3.607788e-01
06464      //Pixel 3812: 3.921509e-01
06868      //Pixel 3813: 4.078369e-01
06868      //Pixel 3814: 4.078369e-01
05C5C      //Pixel 3815: 3.607788e-01
04F4F      //Pixel 3816: 3.097992e-01
04848      //Pixel 3817: 2.823486e-01
04646      //Pixel 3818: 2.745056e-01
04343      //Pixel 3819: 2.627411e-01
04242      //Pixel 3820: 2.588196e-01
04343      //Pixel 3821: 2.627411e-01
04040      //Pixel 3822: 2.509766e-01
03C3C      //Pixel 3823: 2.352905e-01
03D3D      //Pixel 3824: 2.392120e-01
09A9A      //Pixel 3825: 6.039124e-01
0C0C0      //Pixel 3826: 7.529297e-01
0C0C0      //Pixel 3827: 7.529297e-01
0BFBF      //Pixel 3828: 7.490082e-01
0BFBF      //Pixel 3829: 7.490082e-01
0BFBF      //Pixel 3830: 7.490082e-01
0BEBE      //Pixel 3831: 7.450867e-01
0BDBD      //Pixel 3832: 7.411652e-01
0BCBC      //Pixel 3833: 7.372437e-01
0BABA      //Pixel 3834: 7.294006e-01
0B9B9      //Pixel 3835: 7.254791e-01
0B8B8      //Pixel 3836: 7.215576e-01
0B6B6      //Pixel 3837: 7.137146e-01
0B5B5      //Pixel 3838: 7.097931e-01
0B3B3      //Pixel 3839: 7.019501e-01
0A7A7      //Pixel 3840: 6.548920e-01
0A8A8      //Pixel 3841: 6.588135e-01
0A8A8      //Pixel 3842: 6.588135e-01
0ACAC      //Pixel 3843: 6.744995e-01
0B3B3      //Pixel 3844: 7.019501e-01
0B6B6      //Pixel 3845: 7.137146e-01
0B8B8      //Pixel 3846: 7.215576e-01
0B9B9      //Pixel 3847: 7.254791e-01
0BBBB      //Pixel 3848: 7.333221e-01
0BDBD      //Pixel 3849: 7.411652e-01
0BFBF      //Pixel 3850: 7.490082e-01
0BFBF      //Pixel 3851: 7.490082e-01
0C2C2      //Pixel 3852: 7.607727e-01
0C3C3      //Pixel 3853: 7.646942e-01
0C4C4      //Pixel 3854: 7.686157e-01
0C5C5      //Pixel 3855: 7.725372e-01
0C5C5      //Pixel 3856: 7.725372e-01
0C7C7      //Pixel 3857: 7.803802e-01
0C8C8      //Pixel 3858: 7.843018e-01
0C9C9      //Pixel 3859: 7.882233e-01
0CACA      //Pixel 3860: 7.921448e-01
0CBCB      //Pixel 3861: 7.960663e-01
0CBCB      //Pixel 3862: 7.960663e-01
0CCCC      //Pixel 3863: 7.999878e-01
0CCCC      //Pixel 3864: 7.999878e-01
0CCCC      //Pixel 3865: 7.999878e-01
0CACA      //Pixel 3866: 7.921448e-01
0C9C9      //Pixel 3867: 7.882233e-01
0C9C9      //Pixel 3868: 7.882233e-01
0C6C6      //Pixel 3869: 7.764587e-01
0C3C3      //Pixel 3870: 7.646942e-01
0BEBE      //Pixel 3871: 7.450867e-01
08989      //Pixel 3872: 5.372467e-01
03535      //Pixel 3873: 2.078400e-01
04343      //Pixel 3874: 2.627411e-01
05151      //Pixel 3875: 3.176422e-01
05C5C      //Pixel 3876: 3.607788e-01
06161      //Pixel 3877: 3.803864e-01
06767      //Pixel 3878: 4.039154e-01
05F5F      //Pixel 3879: 3.725433e-01
04A4A      //Pixel 3880: 2.901917e-01
03F3F      //Pixel 3881: 2.470551e-01
03D3D      //Pixel 3882: 2.392120e-01
03F3F      //Pixel 3883: 2.470551e-01
04040      //Pixel 3884: 2.509766e-01
04343      //Pixel 3885: 2.627411e-01
04343      //Pixel 3886: 2.627411e-01
03D3D      //Pixel 3887: 2.392120e-01
03939      //Pixel 3888: 2.235260e-01
08787      //Pixel 3889: 5.294037e-01
0BBBB      //Pixel 3890: 7.333221e-01
0BDBD      //Pixel 3891: 7.411652e-01
0BDBD      //Pixel 3892: 7.411652e-01
0BDBD      //Pixel 3893: 7.411652e-01
0BCBC      //Pixel 3894: 7.372437e-01
0BBBB      //Pixel 3895: 7.333221e-01
0BABA      //Pixel 3896: 7.294006e-01
0B9B9      //Pixel 3897: 7.254791e-01
0B8B8      //Pixel 3898: 7.215576e-01
0B7B7      //Pixel 3899: 7.176361e-01
0B6B6      //Pixel 3900: 7.137146e-01
0B4B4      //Pixel 3901: 7.058716e-01
0B2B2      //Pixel 3902: 6.980286e-01
0B0B0      //Pixel 3903: 6.901855e-01
0A4A4      //Pixel 3904: 6.431274e-01
0A5A5      //Pixel 3905: 6.470490e-01
0A7A7      //Pixel 3906: 6.548920e-01
0AAAA      //Pixel 3907: 6.666565e-01
0B1B1      //Pixel 3908: 6.941071e-01
0B3B3      //Pixel 3909: 7.019501e-01
0B6B6      //Pixel 3910: 7.137146e-01
0B7B7      //Pixel 3911: 7.176361e-01
0B8B8      //Pixel 3912: 7.215576e-01
0BABA      //Pixel 3913: 7.294006e-01
0BCBC      //Pixel 3914: 7.372437e-01
0BDBD      //Pixel 3915: 7.411652e-01
0BFBF      //Pixel 3916: 7.490082e-01
0C0C0      //Pixel 3917: 7.529297e-01
0C1C1      //Pixel 3918: 7.568512e-01
0C3C3      //Pixel 3919: 7.646942e-01
0C3C3      //Pixel 3920: 7.646942e-01
0C4C4      //Pixel 3921: 7.686157e-01
0C6C6      //Pixel 3922: 7.764587e-01
0C7C7      //Pixel 3923: 7.803802e-01
0C7C7      //Pixel 3924: 7.803802e-01
0C7C7      //Pixel 3925: 7.803802e-01
0C8C8      //Pixel 3926: 7.843018e-01
0C8C8      //Pixel 3927: 7.843018e-01
0C9C9      //Pixel 3928: 7.882233e-01
0CACA      //Pixel 3929: 7.921448e-01
0CACA      //Pixel 3930: 7.921448e-01
0C8C8      //Pixel 3931: 7.843018e-01
0C7C7      //Pixel 3932: 7.803802e-01
0C3C3      //Pixel 3933: 7.646942e-01
0C2C2      //Pixel 3934: 7.607727e-01
0BCBC      //Pixel 3935: 7.372437e-01
0ACAC      //Pixel 3936: 6.744995e-01
04141      //Pixel 3937: 2.548981e-01
03737      //Pixel 3938: 2.156830e-01
04343      //Pixel 3939: 2.627411e-01
05050      //Pixel 3940: 3.137207e-01
05C5C      //Pixel 3941: 3.607788e-01
06262      //Pixel 3942: 3.843079e-01
06464      //Pixel 3943: 3.921509e-01
05A5A      //Pixel 3944: 3.529358e-01
04E4E      //Pixel 3945: 3.058777e-01
04B4B      //Pixel 3946: 2.941132e-01
04D4D      //Pixel 3947: 3.019562e-01
04A4A      //Pixel 3948: 2.901917e-01
04B4B      //Pixel 3949: 2.941132e-01
04848      //Pixel 3950: 2.823486e-01
04141      //Pixel 3951: 2.548981e-01
03838      //Pixel 3952: 2.196045e-01
07171      //Pixel 3953: 4.431305e-01
0B4B4      //Pixel 3954: 7.058716e-01
0B7B7      //Pixel 3955: 7.176361e-01
0B9B9      //Pixel 3956: 7.254791e-01
0BABA      //Pixel 3957: 7.294006e-01
0BABA      //Pixel 3958: 7.294006e-01
0B8B8      //Pixel 3959: 7.215576e-01
0B7B7      //Pixel 3960: 7.176361e-01
0B6B6      //Pixel 3961: 7.137146e-01
0B5B5      //Pixel 3962: 7.097931e-01
0B4B4      //Pixel 3963: 7.058716e-01
0B2B2      //Pixel 3964: 6.980286e-01
0B1B1      //Pixel 3965: 6.941071e-01
0B0B0      //Pixel 3966: 6.901855e-01
0AEAE      //Pixel 3967: 6.823425e-01
0A2A2      //Pixel 3968: 6.352844e-01
0A3A3      //Pixel 3969: 6.392059e-01
0A5A5      //Pixel 3970: 6.470490e-01
0A9A9      //Pixel 3971: 6.627350e-01
0AFAF      //Pixel 3972: 6.862640e-01
0B2B2      //Pixel 3973: 6.980286e-01
0B4B4      //Pixel 3974: 7.058716e-01
0B5B5      //Pixel 3975: 7.097931e-01
0B7B7      //Pixel 3976: 7.176361e-01
0B8B8      //Pixel 3977: 7.215576e-01
0BABA      //Pixel 3978: 7.294006e-01
0BBBB      //Pixel 3979: 7.333221e-01
0BCBC      //Pixel 3980: 7.372437e-01
0BEBE      //Pixel 3981: 7.450867e-01
0BFBF      //Pixel 3982: 7.490082e-01
0C0C0      //Pixel 3983: 7.529297e-01
0C1C1      //Pixel 3984: 7.568512e-01
0C3C3      //Pixel 3985: 7.646942e-01
0C3C3      //Pixel 3986: 7.646942e-01
0C4C4      //Pixel 3987: 7.686157e-01
0C5C5      //Pixel 3988: 7.725372e-01
0C5C5      //Pixel 3989: 7.725372e-01
0C5C5      //Pixel 3990: 7.725372e-01
0C5C5      //Pixel 3991: 7.725372e-01
0C6C6      //Pixel 3992: 7.764587e-01
0C7C7      //Pixel 3993: 7.803802e-01
0C7C7      //Pixel 3994: 7.803802e-01
0C6C6      //Pixel 3995: 7.764587e-01
0C5C5      //Pixel 3996: 7.725372e-01
0C1C1      //Pixel 3997: 7.568512e-01
0BFBF      //Pixel 3998: 7.490082e-01
0BBBB      //Pixel 3999: 7.333221e-01
0B7B7      //Pixel 4000: 7.176361e-01
06D6D      //Pixel 4001: 4.274445e-01
02626      //Pixel 4002: 1.490173e-01
03838      //Pixel 4003: 2.196045e-01
04444      //Pixel 4004: 2.666626e-01
05050      //Pixel 4005: 3.137207e-01
05959      //Pixel 4006: 3.490143e-01
05E5E      //Pixel 4007: 3.686218e-01
05D5D      //Pixel 4008: 3.647003e-01
05353      //Pixel 4009: 3.254852e-01
04D4D      //Pixel 4010: 3.019562e-01
04B4B      //Pixel 4011: 2.941132e-01
04949      //Pixel 4012: 2.862701e-01
04E4E      //Pixel 4013: 3.058777e-01
04A4A      //Pixel 4014: 2.901917e-01
04040      //Pixel 4015: 2.509766e-01
03838      //Pixel 4016: 2.196045e-01
05858      //Pixel 4017: 3.450928e-01
0AAAA      //Pixel 4018: 6.666565e-01
0B5B5      //Pixel 4019: 7.097931e-01
0B6B6      //Pixel 4020: 7.137146e-01
0B7B7      //Pixel 4021: 7.176361e-01
0B7B7      //Pixel 4022: 7.176361e-01
0B5B5      //Pixel 4023: 7.097931e-01
0B5B5      //Pixel 4024: 7.097931e-01
0B4B4      //Pixel 4025: 7.058716e-01
0B3B3      //Pixel 4026: 7.019501e-01
0B2B2      //Pixel 4027: 6.980286e-01
0B0B0      //Pixel 4028: 6.901855e-01
0AFAF      //Pixel 4029: 6.862640e-01
0AEAE      //Pixel 4030: 6.823425e-01
0ACAC      //Pixel 4031: 6.744995e-01
09F9F      //Pixel 4032: 6.235199e-01
0A0A0      //Pixel 4033: 6.274414e-01
0A2A2      //Pixel 4034: 6.352844e-01
0A6A6      //Pixel 4035: 6.509705e-01
0ADAD      //Pixel 4036: 6.784210e-01
0AFAF      //Pixel 4037: 6.862640e-01
0B1B1      //Pixel 4038: 6.941071e-01
0B2B2      //Pixel 4039: 6.980286e-01
0B4B4      //Pixel 4040: 7.058716e-01
0B6B6      //Pixel 4041: 7.137146e-01
0B7B7      //Pixel 4042: 7.176361e-01
0B9B9      //Pixel 4043: 7.254791e-01
0BABA      //Pixel 4044: 7.294006e-01
0BBBB      //Pixel 4045: 7.333221e-01
0BCBC      //Pixel 4046: 7.372437e-01
0BEBE      //Pixel 4047: 7.450867e-01
0BEBE      //Pixel 4048: 7.450867e-01
0C0C0      //Pixel 4049: 7.529297e-01
0C1C1      //Pixel 4050: 7.568512e-01
0C2C2      //Pixel 4051: 7.607727e-01
0C2C2      //Pixel 4052: 7.607727e-01
0C2C2      //Pixel 4053: 7.607727e-01
0C3C3      //Pixel 4054: 7.646942e-01
0C3C3      //Pixel 4055: 7.646942e-01
0C3C3      //Pixel 4056: 7.646942e-01
0C3C3      //Pixel 4057: 7.646942e-01
0C3C3      //Pixel 4058: 7.646942e-01
0C3C3      //Pixel 4059: 7.646942e-01
0C2C2      //Pixel 4060: 7.607727e-01
0BEBE      //Pixel 4061: 7.450867e-01
0BDBD      //Pixel 4062: 7.411652e-01
0B7B7      //Pixel 4063: 7.176361e-01
0B5B5      //Pixel 4064: 7.097931e-01
09696      //Pixel 4065: 5.882263e-01
02E2E      //Pixel 4066: 1.803894e-01
02D2D      //Pixel 4067: 1.764679e-01
03838      //Pixel 4068: 2.196045e-01
04040      //Pixel 4069: 2.509766e-01
04C4C      //Pixel 4070: 2.980347e-01
05454      //Pixel 4071: 3.294067e-01
05A5A      //Pixel 4072: 3.529358e-01
05757      //Pixel 4073: 3.411713e-01
04C4C      //Pixel 4074: 2.980347e-01
04949      //Pixel 4075: 2.862701e-01
04D4D      //Pixel 4076: 3.019562e-01
05252      //Pixel 4077: 3.215637e-01
04B4B      //Pixel 4078: 2.941132e-01
03E3E      //Pixel 4079: 2.431335e-01
03737      //Pixel 4080: 2.156830e-01
03F3F      //Pixel 4081: 2.470551e-01
09A9A      //Pixel 4082: 6.039124e-01
0B3B3      //Pixel 4083: 7.019501e-01
0B2B2      //Pixel 4084: 6.980286e-01
0B3B3      //Pixel 4085: 7.019501e-01
0B4B4      //Pixel 4086: 7.058716e-01
0B2B2      //Pixel 4087: 6.980286e-01
0B2B2      //Pixel 4088: 6.980286e-01
0B1B1      //Pixel 4089: 6.941071e-01
0AFAF      //Pixel 4090: 6.862640e-01
0AEAE      //Pixel 4091: 6.823425e-01
0ACAC      //Pixel 4092: 6.744995e-01
0ACAC      //Pixel 4093: 6.744995e-01
0ABAB      //Pixel 4094: 6.705780e-01
0A9A9      //Pixel 4095: 6.627350e-01
